name,location,cuisines,rate,approx_cost_for_two,online_order,book_table
Abhiruchi," Kammanahalli, Bangalore","Andhra, Biryani, North Indian, Chinese, Seafood",3.7,650,1,0
Abhiruchi," Kammanahalli, Bangalore","Andhra, Biryani, North Indian, Chinese, Seafood",3.7,650,1,0
Rana Vada Pav," BTM, Bangalore","Street Food, Fast Food, North Indian, Pasta",3.65,250,1,0
New Chawla Chicken," BTM, Bangalore","North Indian, Chinese",3.4000000000000004,600,1,0
Nammura Naati Mane," Sanjay Nagar, Bangalore","South Indian, Biryani",3.7,400,1,0
Mashed Potatoes," Whitefield, Bangalore","North Indian, Continental, Fast Food",3.45,400,1,0
Bombay Dine," Jalahalli, Bangalore","Chinese, North Indian",3.7,350,1,0
Homely Meal Box," Whitefield, Bangalore","North Indian, Chinese, Biryani",3.65,500,1,0
Amata," HSR, Bangalore","Cafe, North Indian, Continental, Burger, Sandwich, Coffee, Beverages, Desserts",3.7,500,1,0
Sukh Sagar Food Court," Majestic, Bangalore","Chinese, Street Food, Fast Food, Ice Cream, Desserts, Beverages",3.7,300,1,0
Guntoor Mirchi," ITPL Main Road, Whitefield, Bangalore","Andhra, Biryani, North Indian, Chinese",3.75,800,1,0
Bun World," Malleshwaram, Bangalore","Bakery, Fast Food, Beverages",3.8,250,1,0
Kunafa World," New BEL Road, Bangalore",Desserts,4.050000000000001,300,1,0
Chole Bhatura And Parathas," BTM, Bangalore",North Indian,3.7,400,1,0
Ambara Gardenia," Bannerghatta Road, Bangalore","Andhra, North Indian, Chinese, Seafood, Desserts, Beverages",3.85,850,1,0
Wat-A-Burger - India Ka Burger," Jayanagar, Bangalore","Burger, Fast Food, Beverages, Sandwich, Wraps",3.9,500,1,0
Udupi Gardenia ," Mysore Road, Bangalore","South Indian, North Indian, Ice Cream, Beverages, Juices, Chinese",3.95,400,1,0
Shahi Taj," Peenya, Bangalore","Rolls, Chinese, North Indian, Mughlai",3.7,800,1,0
Srinidhi Upachar," Electronic City, Bangalore","South Indian, Chinese",3.9,300,1,0
Sri Dalma," HSR, Bangalore","Bengali, Odia",3.8,500,1,0
Pattikattan Biriyani," Electronic City, Bangalore","Biryani, South Indian",3.85,300,1,0
Big Cup Cafe," New BEL Road, Bangalore","Cafe, Fast Food, Ice Cream, Beverages, Desserts",3.7,600,1,0
Hotel Malnad Natti Style," Nagarbhavi, Bangalore","South Indian, Seafood",3.7,500,1,0
Mint Masala," Sadashiv Nagar, Bangalore","Chinese, North Indian",3.95,650,1,0
Guru Greens," Bannerghatta Road, Bangalore","North Indian, Chinese, Seafood",3.7,600,1,0
Kerala Mess Upahar," Bellandur, Bangalore","Kerala, Biryani, South Indian, Seafood",3.85,300,1,0
Swathi Restaurant," Seshadripuram, Bangalore","North Indian, Chinese",3.7,650,1,0
Karavali Fish Magic," JP Nagar, Bangalore","South Indian, North Indian, Beverages",3.65,300,1,0
Bhuvaneshwari Hotel," RT Nagar, Bangalore",Hyderabadi,3.8,400,1,0
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani," Shivajinagar, Bangalore","North Indian, Mughlai",3.7,300,1,0
Kapital Kitchen," KR Puram, Bangalore","Biryani, North Indian, Chinese, Hyderabadi",3.8,400,1,0
Willys Top Cafe," Jayanagar, Bangalore","Asian, Continental, Sandwich, Pizza, Pasta, Salad",3.7,750,1,0
Donne Biryani Mane," Hesaraghatta, Bangalore","Biryani, South Indian",3.8,300,1,0
Foodizo," Banashankari, Bangalore","Chinese, Burger, Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",3.75,400,1,0
Fat2Fit Healthy Food," HSR, Bangalore","Healthy Food, Beverages",3.8,500,1,0
Pop Hop," Bangalore Central, Bellandur, Bangalore","Ice Cream, Desserts",3.75,300,1,0
Akshay Hotel - Gowdru Mane Oota," Rajarajeshwari Nagar, Bangalore",South Indian,3.95,250,1,0
Manchatti Homely Food," CV Raman Nagar, Bangalore","South Indian, Kerala",3.6,250,1,0
WOW! Momo," HSR, Bangalore","Momos, Tibetan",3.75,400,1,0
Bengali Heartbeat," Rajarajeshwari Nagar, Bangalore","Bengali, Chinese, North Indian",3.7,400,1,0
Brews N Bites," Electronic City, Bangalore","Cafe, Fast Food, Chinese, Sandwich, Beverages",3.7,700,1,0
Shahi Kababs & Rolls," Frazer Town, Bangalore","Rolls, Kebab",3.7,200,1,0
Hotel Green Tara," Brigade Road, Bangalore","Chinese, Tibetan, Momos",3.85,500,1,0
Sri Guru Nalapaka," KR Puram, Bangalore","Chinese, North Indian, South Indian",3.7,800,1,0
La Pizzeria," New BEL Road, Bangalore",Pizza,3.7,800,1,0
New Royal Darbar," Yelahanka, Bangalore","North Indian, Chinese, Biryani",3.9,400,1,0
Woodfired Cafe," Hennur, Bangalore","Pasta, Fast Food, Beverages, Momos",3.55,750,1,0
Udupi Thindies," Nagawara, Bangalore","South Indian, Chinese",3.8,200,1,0
L V Lunch Home," Vijay Nagar, Bangalore",South Indian,3.85,150,1,0
L V Lunch Home," Vijay Nagar, Bangalore",South Indian,3.85,150,1,0
Ocean Cake," Kalyan Nagar, Bangalore",Bakery,3.75,300,1,0
Raj Mess," Rajarajeshwari Nagar, Bangalore","North Indian, Chinese, Fast Food, Beverages, Street Food",3.8,400,1,0
Malayali Cafe," Old Airport Road, Bangalore","Chinese, North Indian, South Indian, Beverages",3.8,300,1,0
Brahmin's Khanavali," St. Marks Road, Bangalore",South Indian,3.7,200,1,0
Tapas Hideout," Indiranagar, Bangalore","Cafe, Rolls, Fast Food, North Indian, Beverages",3.7,400,1,0
Raj Restaurant," Majestic, Bangalore","Andhra, Biryani",3.7,600,1,0
K V Canteen," Commercial Street, Bangalore",South Indian,3.7,150,1,0
Moonlight Restaurant ," New BEL Road, Bangalore","North Indian, Chinese, Rolls",3.5,250,1,0
King Punjabi Restaurant," BTM, Bangalore","North Indian, Chinese",3.8,400,1,0
Savera Cafe," Shivajinagar, Bangalore","Fast Food, Tea, Beverages",3.65,100,1,0
RK Chinese hut," BTM, Bangalore","Fast Food, Chinese, North Indian, Beverages",3.55,600,1,0
Riches Pizza Burger," Peenya, Bangalore","Pizza, Fast Food",3.8,300,1,0
Hungry B," Indiranagar, Bangalore","North Indian, Rolls, Chinese, Continental",3.4000000000000004,400,1,0
Golden Dragon Fast Food And Momo," BTM, Bangalore","Chinese, Momos",3.8,300,1,0
Sri Manjunatha Tandoori Corner," Uttarahalli, Bangalore","North Indian, Chinese, Mangalorean",3.8,450,1,0
Bidar Hyderabad Dum Biryani," HSR, Bangalore","Biryani, North Indian",3.8,350,1,0
Snackkery-Pizza In Cones," JP Nagar, Bangalore","Pizza, Street Food",3.8,200,1,0
The Food Court," Koramangala 4th Block, Bangalore","North Indian, Chinese, Biryani, Fast Food",3.7,500,1,0
Pearl Cafe," Koramangala 1st Block, Bangalore","Fast Food, Beverages, Desserts",3.7,250,1,0
Mandya Gowdru Biriyani Mane," Uttarahalli, Bangalore","Chinese, Mughlai, North Indian",3.8,400,1,0
High On Chai," Bellandur, Bangalore","Tea, Beverages, Street Food, Sandwich",3.7,400,1,0
Babz Kitchen," Whitefield, Bangalore","North Indian, South Indian",3.8,350,1,0
Coconut Mama," Jayanagar, Bangalore","Beverages, Ice Cream",3.7,200,1,0
Lassi Pluss," Yelahanka, Bangalore","Beverages, Ice Cream",3.8,300,1,0
Krishna Food Centre," Ejipura, Bangalore","North Indian, Chinese",3.7,250,1,0
Sufi Restaurant & Cafe," Banaswadi, Bangalore","Iranian, Mughlai, Chinese, Seafood",3.95,800,1,0
Swad 'E' Punjab," Electronic City, Bangalore","North Indian, Chinese, Fast Food, Italian, Beverages",3.7,900,1,0
Floating Cafe," International Airport, Bangalore",Cafe,3.7,800,1,0
Dwinks," Rajajinagar, Bangalore","Chinese, Italian, North Indian, Bar Food",3.7,800,1,0
Garden Asia Restaurant," Koramangala 5th Block, Bangalore","Asian, Beverages",3.65,700,1,0
Nammura Upachara," Basaveshwara Nagar, Bangalore","South Indian, North Indian, Street Food, Chinese, Beverages",3.9,300,1,0
Tewari Bros Mithai Shoppie," Commercial Street, Bangalore","Street Food, Mithai",3.65,200,1,0
Wow! China By Wow! Momo," Orion Mall, Malleshwaram, Bangalore","Chinese, Asian",3.75,600,1,0
MG's Fine Dining & Bar - Springs Hotel & Spa," Springs Hotel & Spa, Basavanagudi, Bangalore","North Indian, Asian, Continental, Mughlai",3.7,800,1,0
New Govind Rao Military Hotel," Majestic, Bangalore",South Indian,3.75,350,1,0
Shalimar Dine," Jakkur, Bangalore","Malwani, Chinese, North Indian",3.55,500,1,0
Venkateshwara Sweets And Restaurant," JP Nagar, Bangalore","Street Food, Beverages, Desserts",3.7,200,1,0
Kesar Rajasthani Parotha Point," Basavanagudi, Bangalore","North Indian, Rajasthani",3.95,300,1,0
Rolls N Snacks," Vijay Nagar, Bangalore","Street Food, Fast Food, Sandwich, Burger, Beverages",3.7,200,1,0
Santhrupthii Hotel," Rajarajeshwari Nagar, Bangalore",South Indian,3.7,400,1,0
Cardamom- Ghar Ka Swad," BTM, Bangalore","Chinese, North Indian, Rolls",3.85,300,1,0
One Atria Cafe - Radisson Blu Atria," Radisson Blu Atria, Bangalore","South Indian, North Indian, Chinese, Biryani",3.7,1500,1,0
Asia Live," Brookefield, Bangalore","Asian, Thai, Sushi",3.7,1000,1,0
Gowda's Biriyani Corner," Vijay Nagar, Bangalore","South Indian, Biryani",3.75,400,1,0
Shawarma Grill House," Rajajinagar, Bangalore","Chinese, Biryani, Mughlai",3.9,500,1,0
Jodhpur Sweets & Corner," BTM, Bangalore","Desserts, Street Food, Mithai",3.7,200,1,0
Vishal Chaat & Snacks," Kadubeesanahalli, Bangalore","Mithai, Street Food",3.7,250,1,0
Srinathji's," Indiranagar, Bangalore","North Indian, Chinese, Pizza, Street Food",3.85,800,1,0
Gundappa Donne Biryani," Seshadripuram, Bangalore","Biryani, South Indian",3.75,300,1,0
Shahi Chicken Biriyani," Rajajinagar, Bangalore","Biryani, Chinese",3.8,200,1,0
Hotel Aradhana," Bannerghatta Road, Bangalore",North Indian,3.95,300,1,0
Namma Bakery," Rajarajeshwari Nagar, Bangalore",Bakery,3.95,300,1,0
i-Bar - The Park Bangalore," The Park, MG Road, Bangalore","North Indian, Chinese, Mediterranean",3.7,3000,1,0
Sri Vishnu Grand," Sarjapur Road, Bangalore","South Indian, North Indian, Chinese, Street Food",3.8,450,1,0
The Flying Squirrel," Brigade Road, Bangalore","Cafe, Fast Food, Desserts, Beverages",3.7,400,1,0
Kshatriya's Kitchen," Whitefield, Bangalore","Andhra, North Indian, Biryani, Seafood",3.5,400,1,0
Cafe Aurora," JP Nagar, Bangalore","Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",3.8,600,1,0
Zayan Kabab Korner," Frazer Town, Bangalore","North Indian, Chinese, Biryani, Kebab",3.7,300,1,0
Kallayi Restaurant," KR Puram, Bangalore","Mangalorean, Kerala, Chinese",3.7,400,1,0
Punjab Mail," Malleshwaram, Bangalore","North Indian, Chinese, Beverages",3.85,650,1,0
Royale Dine," Sarjapur Road, Bangalore","North Indian, Kebab, Biryani, Chinese, Seafood, Desserts, Beverages",3.85,600,1,0
Tower Resto Bar," New BEL Road, Bangalore","North Indian, Mughlai, Chinese, Fast Food, Continental, Pasta",3.7,900,1,0
Avon Pub And Kitchen," BTM, Bangalore","Chinese, North Indian, Italian, Fast Food",3.7,1000,1,0
Ecstasy," Indiranagar, Bangalore","Cafe, Continental",3.8,600,1,0
De Grand Restaurant," Banaswadi, Bangalore","North Indian, Chinese, Kebab, Biryani, Rolls, Kerala, South Indian",3.8,400,1,0
New Udupi Garden," KR Puram, Bangalore","South Indian, North Indian, Street Food, Beverages, Ice Cream, Chinese, Juices",3.75,500,1,0
Green Chilly," Rajajinagar, Bangalore","North Indian, Chinese, Beverages",3.95,400,1,0
RR Biryani Park," Rajarajeshwari Nagar, Bangalore","North Indian, South Indian, Biryani, Andhra, Mughlai, Chinese",3.85,300,1,0
Brundavan Upchar," BTM, Bangalore","North Indian, South Indian, Chinese",3.7,250,1,0
Shetty Lunch Home," RT Nagar, Bangalore","Mangalorean, North Indian, Biryani, Chinese",3.8,300,1,0
La Utsav - Grand Mercure," Grand Mercure, Bangalore","North Indian, South Indian, Continental, Oriental, Italian, Desserts, Beverages",3.8,3000,1,0
La Utsav - Grand Mercure," Grand Mercure, Bangalore","North Indian, South Indian, Continental, Oriental, Italian, Desserts, Beverages",3.8,3000,1,0
SLV Swadishta," Banashankari, Bangalore","South Indian, Street Food, North Indian, Beverages",3.95,300,1,0
Kannur Restaurant," Kammanahalli, Bangalore","South Indian, Kerala, Chinese, Beverages",3.8,500,1,0
Appaji Mane," Peenya, Bangalore",South Indian,3.8,400,1,0
Fish Land Family Restaurant," Marathahalli, Bangalore","Mangalorean, Biryani, Chinese, North Indian",3.7,600,1,0
Tea and Wine Lounge - Radisson Blu Atria," Radisson Blu Atria, Bangalore","Cafe, Fast Food, Desserts, Beverages",3.7,1000,1,0
Two Tender Coco," RT Nagar, Bangalore",Beverages,3.7,150,1,0
Sharma Chats," Kengeri, Bangalore",Street Food,3.7,100,1,0
Bangaliana," Koramangala 7th Block, Bangalore",Bengali,3.7,600,1,0
Lazio Steaks & More," Frazer Town, Bangalore","Continental, Chinese, Steak",3.9,1000,1,0
Amaravathi Bar & Restaurant," Jayanagar, Bangalore","North Indian, Chinese, South Indian",3.7,650,1,0
Desi Khana," Whitefield, Bangalore","North Indian, Chinese, Street Food, Beverages",3.8,500,1,0
Petuk," Whitefield, Bangalore","Bengali, North Indian, Chinese, Biryani",3.8,400,1,0
Lulu's Family Restaurant," KR Puram, Bangalore","North Indian, Chinese, Andhra, Rolls, Beverages",3.7,400,1,0
Davangere Butter Dosa Hotel," Kumaraswamy Layout, Bangalore",South Indian,3.75,150,1,0
Sri Ruchi Restuarant," Banaswadi, Bangalore","Chinese, North Indian, Mughlai, Biryani, Andhra, Seafood, Lebanese, Beverages",3.75,600,1,0
Keventers - Milkshakes & Ice Creams," New BEL Road, Bangalore","Beverages, Desserts, Ice Cream",3.9,400,1,0
Malleshwaram Holige Mane," Malleshwaram, Bangalore",South Indian,4.0,200,1,0
Om Shiva Shakthi Chats Centre," Basavanagudi, Bangalore","Street Food, Fast Food, Beverages",3.8,250,1,0
Hotel SLV Grand," Nagarbhavi, Bangalore","South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages",3.7,350,1,0
Hotel Janatha," Wilson Garden, Bangalore",South Indian,3.7,250,1,0
Cafe Lazy Lad," Kalyan Nagar, Bangalore","Cafe, Continental, Fast Food, Beverages",3.7,400,1,0
Mr. Gola," Mantri Square, Malleshwaram, Bangalore",Desserts,3.7,100,1,0
Donne Biryani Corner," Kumaraswamy Layout, Bangalore","Biryani, South Indian",3.7,300,1,0
Donne Biryani Corner," Kumaraswamy Layout, Bangalore","Biryani, South Indian",3.7,300,1,0
Chameleon Lounge Bar," Comfort Inn Insys, Yeshwantpur, Bangalore","North Indian, Chinese, Finger Food, Desserts",3.7,1400,1,0
Marwadi Chaat Tiffin Services," BTM, Bangalore","North Indian, Street Food",3.7,250,1,0
Cafe Cerrise," Ulsoor, Bangalore","Cafe, Continental, Salad",3.7,600,1,0
Calvin's," Whitefield, Bangalore","Desserts, Bakery, Continental, Salad, Burger, Pizza",3.7,600,1,0
Tiwari's," Banashankari, Bangalore","North Indian, Rajasthani, Street Food",3.85,300,1,0
Frozen Coast," Malleshwaram, Bangalore","Desserts, Ice Cream",3.7,250,1,0
Pasta Factory," Nagawara, Bangalore","Italian, Fast Food",3.95,600,1,0
Bansuri Sweets," BTM, Bangalore","Mithai, North Indian, Street Food",3.8,200,1,0
White Horse," JP Nagar, Bangalore","North Indian, Mangalorean, Chinese, Mughlai",3.8,400,1,0
Uttar Karnataka Meals Restaurant," Jayanagar, Bangalore",South Indian,3.95,200,1,0
Utsav," Banashankari, Bangalore","North Indian, Street Food, Chinese",3.8,350,1,0
D A Ying Yang Cuisines," Vasanth Nagar, Bangalore",Chinese,3.9,300,1,0
Nammura Upahara," JP Nagar, Bangalore",South Indian,3.7,150,1,0
Chaat Lane," Whitefield, Bangalore","Street Food, North Indian, Beverages",3.8,200,1,0
Suguna Kabab Corner," Vijay Nagar, Bangalore","Biryani, Andhra",3.95,300,1,0
Havyaka Mess," Banashankari, Bangalore",South Indian,3.7,300,1,0
Rotti Mane," Jayanagar, Bangalore",South Indian,3.8,200,1,0
All 'Bout Coffee," Frazer Town, Bangalore","Cafe, Beverages",3.7,300,1,0
KL-58 Thalassery Cafe," New BEL Road, Bangalore","Kerala, Tea",3.7,100,1,0
Sri Sai Dosa Center," Malleshwaram, Bangalore",South Indian,3.7,100,1,0
Hot Coffee," Vijay Nagar, Bangalore","South Indian, Chinese, Street Food",3.85,150,1,0
Udupi Sagar," Marathahalli, Bangalore","North Indian, South Indian, Chinese",3.55,350,1,0
Kerala Mess," Yelahanka, Bangalore","Kerala, South Indian",3.7,200,1,0
On The Nose," BTM, Bangalore","Cafe, Italian, Mexican, Chinese",3.55,600,1,0
Biryani Paradise," Whitefield, Bangalore","Andhra, Biryani",3.8,700,1,0
Hyderabadi Bawarchi," Yelahanka, Bangalore","Biryani, North Indian, Chinese, Seafood",3.8,750,1,0
Kim Lee Restaurant," Rajajinagar, Bangalore","Chinese, Seafood",3.95,700,1,0
King's Club," Nagarbhavi, Bangalore","South Indian, Asian, North Indian, Biryani, Fast Food, Beverages",3.8,1200,1,0
Barbeque Delight," Sarjapur Road, Bangalore","North Indian, Biryani, Chinese, Kebab, Seafood, BBQ, Desserts, Beverages",3.7,800,1,0
Saara's Grill n Spice - SS Lumina Hotel," Koramangala 7th Block, Bangalore","North Indian, Arabian",3.7,900,1,0
Parsa's," Koramangala 5th Block, Bangalore","Kashmiri, North Indian, Rolls",3.75,800,1,0
Royal Calcutta Restaurant," Koramangala 1st Block, Bangalore","Bengali, North Indian, Chinese, Mughlai, Desserts",3.7,500,1,0
Nadan Thattukada," BTM, Bangalore","Kerala, South Indian, Beverages",3.6,200,1,0
Marwari Basa," Nagawara, Bangalore","Rajasthani, North Indian",3.85,300,1,0
Burger Man," New BEL Road, Bangalore","Burger, Fast Food",3.75,300,1,0
Burger Man," New BEL Road, Bangalore","Burger, Fast Food",3.75,300,1,0
South Spicy Bites Xpress," Sahakara Nagar, Bangalore","Seafood, Chinese, Malwani, North Indian",3.75,400,1,0
Kulcha Haveli," Bellandur, Bangalore",North Indian,3.7,350,1,0
Kadalu Sea Food Restaurant," Vijay Nagar, Bangalore","Seafood, South Indian, North Indian, Mangalorean, Biryani",3.8,500,1,0
Kenny's Restaurant," Frazer Town, Bangalore",Chinese,3.9,450,1,0
Gowdru Mane Oota," JP Nagar, Bangalore","South Indian, Andhra",3.95,400,1,0
Mango Tree Grand," Bellandur, Bangalore","Andhra, North Indian",3.75,700,1,0
Coorg Lunch Home," Kammanahalli, Bangalore",South Indian,3.9,250,1,0
Hotel Brundavan," Bannerghatta Road, Bangalore","North Indian, Chinese, South Indian",3.8,250,1,0
Khans Kitchens," Jakkur, Bangalore","Chinese, North Indian, Fast Food, Biryani, Mughlai, BBQ",4.0,400,1,0
Nature's Caff," Sadashiv Nagar, Bangalore","Cafe, Chinese, Fast Food, Beverages",3.7,500,1,0
Vijayanagara Samrat Food Corner," Vijay Nagar, Bangalore",Biryani,3.8,350,1,0
Durga Chats," Vijay Nagar, Bangalore","Street Food, Beverages",3.7,150,1,0
New Darbar Restaurant," Sanjay Nagar, Bangalore","North Indian, Chinese, Rolls, Kebab, Mughlai, Biryani, Seafood",3.7,450,1,0
Falooda Cafe," BTM, Bangalore","Beverages, Desserts",3.7,200,1,0
BKC- Bangalore Kitchen Cafe," HSR, Bangalore","Fast Food, Beverages, North Indian, Italian, Mexican, Lebanese",3.8,400,1,0
Majaa Express," Nagarbhavi, Bangalore","South Indian, Street Food, Chinese",3.8,300,1,0
Ganesh Food Joint," Frazer Town, Bangalore","South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages",3.65,250,1,0
Wok With Mac," Indiranagar, Bangalore","Chinese, Fast Food, Beverages",3.7,500,1,0
Basaveshwar Khanavali," Wilson Garden, Bangalore",South Indian,4.0,250,1,0
Hotel Raghavendra Prasanna," City Market, Bangalore",South Indian,3.7,250,1,0
Punjab Express," New BEL Road, Bangalore","North Indian, Street Food",3.7,300,1,0
Mr Savji," Rajajinagar, Bangalore",South Indian,3.7,250,1,0
Chops N Grills," Kammanahalli, Bangalore","Cafe, Continental, Fast Food",3.7,800,1,0
Meaww Milkshakes And Waffles," New BEL Road, Bangalore","Beverages, Desserts",3.8,350,1,0
The Jade Kitchen," Jayanagar, Bangalore","Chinese, Thai, Beverages, North Indian",3.85,600,1,0
Equinox Bar - DoubleTree Suites By Hilton," DoubleTree Suites By Hilton, Sarjapur Road, Bangalore","Finger Food, Lebanese, Continental, Beverages",3.7,2300,1,0
Kafe Together," Banashankari, Bangalore","Fast Food, Burger, Chinese, Beverages",3.7,400,1,0
The Kitchen," JP Nagar, Bangalore","Andhra, Biryani, Mughlai, Chinese, Seafood, North Indian",3.9,800,1,0
Food Star," Kammanahalli, Bangalore","North Indian, Chinese, Mughlai, Rolls",3.7,500,1,0
Gurukrupa Paratha House," Old Airport Road, Bangalore","North Indian, Chinese, Mughlai",3.9,500,1,0
Tawa Ghar Ka," HSR, Bangalore",North Indian,3.8,350,1,0
Nandighosha," Marathahalli, Bangalore","Bengali, Seafood, North Indian, Biryani, Odia",3.6,700,1,0
Shagun Sweets & Foods," BTM, Bangalore","Mithai, North Indian, Street Food, Chinese",3.8,400,1,0
Food Zone," Basaveshwara Nagar, Bangalore","North Indian, Chinese, Konkan, Seafood, Rolls, Mughlai",3.8,400,1,0
Food Zone," Basaveshwara Nagar, Bangalore","North Indian, Chinese, Konkan, Seafood, Rolls, Mughlai",3.8,400,1,0
Kaapi Kuteera," Kanakapura Road, Bangalore","South Indian, Beverages",3.6,100,1,0
Dragon Chilly," Rajarajeshwari Nagar, Bangalore","Chinese, North Indian, Biryani",3.8,500,1,0
